,workflow,data_overhead
0,cycles,20.612264496939524
1,epigenomics,1.1779297192891438
2,genome,29.42674997117784
3,soykb,15.157616329193115
4,video,1.2228707533616285
5,illgal_recognizer,0.22994500398635864
6,fileprocessing,0.9354424476623535
7,wordcount,0.3253711500475483
