,workflow,data_overhead
0,cycles,276.6913709640503
1,epigenomics,3.187309900919596
2,genome,31.979517645306057
3,soykb,14.145672416687011
4,video,4.145078745755282
5,illgal_recognizer,0.2912637988726298
6,fileprocessing,1.778025229771932
7,wordcount,2.27519675401540
